ID	S12_12_15	S12_21_24	S12_0_3	S3_21_24	S3_12_15	S9_21_24	S9_12_15	S3_0_3	S9_0_3
KSD-bin.272.orig: Bacteria; Desulfobacterota; Syntrophobacteria; BM002; BM002; BM002; BM002 sp002899795	0.460416486007604	0.406128597889496	0.542733742570082	0.294986142299533	0.330765612263165	0.559515560057904	0.960968147482171	0.781122883034441	0.86363166456686
KSD-bin.64.orig: Bacteria; Desulfobacterota; Syntrophobacteria; BM002; BM002; BM002; NA	0.473065726461776	0.47114700526848	0.406871105935239	0.431014853400706	0.491075777932081	0.819287757860907	1.27029485724459	0.823626179570008	0.830416199648057
KSD-bin.156.orig: Bacteria; Desulfobacterota; Syntrophobacteria; BM002; BM002; BM002; BM002 sp002899795	0.344675887368038	0.303795941610436	0.33667802703323	0.557109959637926	0.503408744442517	0.93922269798478	1.04762457704348	0.678905011223488	0.629704696733666
KSD-bin.73.orig: Bacteria; Desulfobacterota; Syntrophobacteria; BM002; BM002; BM002; NA	0.504310041816515	0.52200959118297	0.444935560220444	0.630392580807495	0.683844254615949	1.1677879789404	1.20410953231922	0.790010493275431	0.689526040864235
KSD-bin.285.orig: Bacteria; Desulfobacterota; Syntrophobacteria; BM002; BM002; BM002; BM002 sp002899795	0.345468461126846	0.312187769223578	0.31207370176695	0.475143628716395	0.590984644937967	0.90188415163475	1.02705651304107	0.667395398052796	0.616591513313252
KSD-bin.216.orig: Bacteria; Desulfobacterota; BSN033; BSN033; NA; NA; NA	0.529929172769295	0.544116707422605	0.307805068592111	0.673967181463211	0.80699541016042	0.795601632235954	0.82459310339207	0.476040123783755	0
KSD-bin.2.strict: Bacteria; Desulfobacterota; BSN033; NA; NA; NA; NA	0.495564497777628	0.537996829907285	0.310017134444443	0.643857496969524	0.78610469362721	0.845509890864993	0.648425813808861	0.43365234257596	0
KSD-bin.71.orig: Bacteria; Proteobacteria; Alphaproteobacteria; UBA11136; UBA11136; NA; NA	0	0	0	0	0	1.37968995656432	0.715482295406467	0	0
KSD-bin.136.orig: Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; GWC2-71-9; NA; NA	0.386735738631276	0.258284101313402	0.30315141570331	0.441188073844089	0.466354479275216	1.05217066547081	1.04112582793244	0.502843051341691	0.0507009766827562
KSD-bin.49.orig: Bacteria; Desulfobacterota; Desulfobacteria; Desulfatiglandales; NA; NA; NA	0.343163803334864	0.362583515631726	0.258497745003201	0.471711248101054	0.519518563556604	0.786110258286739	1.22724717863772	0.579479667016538	0.273142551134337
KSD-bin.99.orig: Bacteria; Desulfobacterota; Desulfobacteria; Desulfatiglandales; NA; NA; NA	0.320255074680942	0.383655760353028	0.275663794105594	0.455456631753447	0.577192240162972	1.07468697381076	0.874985133582701	0.494895575044927	0
KSD-bin.253.permissive: Bacteria; Desulfobacterota; BSN033; BSN033; NA; NA; NA	0.539184357674272	0.609496868750005	0.36672191042208	0.712521161739825	0.888880372643802	0.574538111998806	0.486776119032987	0.561510775664551	0
KSD-bin.144.permissive: Bacteria; Desulfobacterota; BSN033; BSN033; NA; NA; NA	0.59698932276113	0.70722882276853	0.468971556588153	0.768519079373363	0.955842827794855	0.593686862130417	0.464769736441958	0.493578967397947	0
KSD-bin.176.strict: Bacteria; Desulfobacterota; BSN033; BSN033; NA; NA; NA	0.633413326981183	0.805940890147209	0.454683943142807	0.792546431871847	0.967239227261053	0.625054010028742	0.492868767585321	0.47920599568395	0
KSD-bin.143.orig: Bacteria; Desulfobacterota; BSN033; BSN033; NA; NA; NA	0.693374781487584	0.696336814456414	0.414394900258236	0.778998860407335	0.931117777536634	0.660518301949945	0.55370145845351	0.478854160074692	0
KSD-bin.96.orig: Bacteria; Desulfobacterota; BSN033; BSN033; NA; NA; NA	0.66599189428684	0.743775277358777	0.460004441790537	0.84932406739981	1.04205810648809	0.717775902301269	0.600759995676885	0.552221429457571	0
KSD-bin.220.strict: Bacteria; Desulfobacterota; BSN033; BSN033; NA; NA; NA	0.616892719265569	0.695089285830533	0.424858860063809	0.834970694773301	0.972998423799779	0.641431184619927	0.544632756207519	0.511052864506206	0
KSD-bin.269.orig: Archaea; Thermoproteota; Bathyarchaeia; B26-1; NA; NA; NA	1.43610363943396	0.96489980144725	0.77173111968209	0.900899645866633	0.918414664159479	0.292983671439414	0	0.2624657676866	0
KSD-bin.25.strict: Archaea; Thermoproteota; Bathyarchaeia; B26-1; NA; NA; NA	0.99957366105825	0.882394970235849	0.568704322666782	0.687261337320258	0.711659391965532	0.669845588808733	0.431334987174935	0.294218089366151	0
KSD-bin.48.orig: Archaea; Thermoproteota; Bathyarchaeia; B26-1; BA1; B1-G15; NA	0.665356901045634	1.07185937187673	0.671957456482186	0.787797067509822	0.442874546704347	0.187548159484653	0	0	0
KSD-bin.172.orig: Archaea; Thermoproteota; Bathyarchaeia; B26-1; BA1; NA; NA	1.39950178642839	1.46682752408092	0.979361688109678	0.900310016542692	0.517055382935936	0.319293234259395	0.0941953951546558	0.115709346516912	0
KSD-bin.209.orig: Archaea; Thermoproteota; Bathyarchaeia; B26-1; BA1; SOJZ01; NA	1.36437217554631	1.40040949519841	0.912260561915065	0.865366042340203	0.370809574310898	0.249853813565938	0	0.0815246517168838	0
KSD-bin.44.orig: Bacteria; Chloroflexota; Dehalococcoidia; Dehalococcoidales; UBA5760; NA; NA	0.937999411017178	1.02351908809757	0.675881634669703	0.654798322112114	0.51573100619196	0.180973642534384	0	0.105476999997521	0
KSD-bin.265.orig: Archaea; Thermoproteota; Bathyarchaeia; B26-1; NA; NA; NA	1.45173916698015	1.12316196953211	0.952377481528331	0.801602630330954	0.596839485235972	0.285449284511262	0	0.140120052976652	0
KSD-bin.132.orig: Archaea; Thermoproteota; Bathyarchaeia; B26-1; BA1; NA; NA	1.48940043915434	1.04908096562629	0.880411895602313	0.822011325715098	0.68435850855293	0.274350074427875	0	0.169334846416418	0
KSD-bin.233.orig: Archaea; Thermoproteota; Bathyarchaeia; B26-1; BA1; SOJZ01; NA	1.29554647323346	1.27438881863887	0.858683124869058	0.744655268324531	0.455217873021258	0.259145425901918	0.102480089697036	0.111944428770489	0
KSD-bin.186.orig: Archaea; Thermoproteota; Bathyarchaeia; B26-1; BA1; NA; NA	0.996623996300842	1.02606505277106	0.665243742533737	0.814163926036287	0.625959931314883	0.563814711338257	0.329593908392435	0.222847155918343	0
KSD-bin.17.orig: Bacteria; Chloroflexota; Dehalococcoidia; Dehalococcoidales; UBA5760; NA; NA	0.913358929063423	1.04172609530721	0.593939730916695	0.636850125380465	0.504882126046086	0.143800543217993	0	0.0939999763581063	0
KSD-bin.4.orig: Bacteria; Chloroflexota; Dehalococcoidia; Dehalococcoidales; UBA5760; NA; NA	0.923336537339044	1.00386934335936	0.608361858490063	0.731061304975295	0.537590684239373	0.244651427704628	0	0.143184623055474	0
KSD-bin.95.orig: Archaea; Thermoproteota; Bathyarchaeia; B26-1; BA1; NA; NA	1.17037452927385	1.30242658850309	0.84075905337197	0.868513854211178	0.433996791454767	0.278110826839909	0	0.0903713463239438	0
KSD-bin.258.orig: Bacteria; Chloroflexota; Dehalococcoidia; Dehalococcoidales; UBA5760; NA; NA	1.00456330730803	1.0466637377648	0.629198313404072	0.674463731011593	0.535028270726491	0.161508169871894	0	0.110946846376429	0
KSD-bin.278.orig: Bacteria; Acidobacteriota; Aminicenantia; Aminicenantales; Aminicenantaceae; SOIV01; NA	1.02858459037069	1.15547395720895	0.745566078711714	0.800864974347297	1.01356408045509	0.985638315000636	1.00191881084694	0.777934309544744	0
KSD-bin.298.orig: Bacteria; Desulfobacterota; Desulfobacteria; C00003060; C00003060; NA; NA	0.79080743916295	0.618378526635385	0.563496961771338	0.570355183684337	0.584774284024638	0.439087919664332	0.680000324545508	0.462999677801284	0.401937406959778
KSD-bin.83.orig: Archaea; Thermoproteota; Bathyarchaeia; TCS64; TCS64; GCA-2726865; NA	0.875554978149544	0.841118852227279	0.714653130027172	0.983214888064262	1.01819898179054	0.799224170514905	1.12659592206382	0.543233472021021	0.0535134347567138
KSD-bin.117.orig: Bacteria; Chloroflexota; Anaerolineae; UBA7937; NA; NA; NA	0.718549956812496	0.847885528386171	0.380491687282984	0.858869546255446	0.734696802398271	0.407029329199122	0.465592273669321	0.399967281444292	0
KSD-bin.81.orig: Archaea; Thermoproteota; Bathyarchaeia; TCS64; TCS64; GCA-2726865; NA	0.956476602935095	0.940412112224649	0.658537194981612	1.07189282772876	1.04465748997741	0.622684122844276	0.704208275881466	0.472517580164053	0
KSD-bin.94.strict: Archaea; Thermoproteota; Bathyarchaeia; TCS64; TCS64; GCA-2726865; NA	0.848321935349317	0.8333514692103	0.583563122296327	0.979983589133239	0.859889607225239	0.516633591342877	0.597167054567046	0.373855604437894	0
KSD-bin.32.orig: Bacteria; Acidobacteriota; Aminicenantia; Aminicenantales; Aminicenantaceae; SOIV01; NA	0.964955452599468	1.07866052253741	0.671055039408629	0.741551501572801	0.912629304984049	1.02548745252686	1.06440302503347	0.921847597451029	0
KSD-bin.199.orig: Bacteria; Chloroflexota; Dehalococcoidia; Dehalococcoidales; UBA5760; NA; NA	0.709456447018599	0.826538880282136	0.600663326072095	0.66808549724148	0.67093041281468	0.885778123521674	0.46613419988377	0.617849636352469	0
KSD-bin.75.orig: Bacteria; Chloroflexota; Dehalococcoidia; Dehalococcoidales; RBG-16-60-22; E44-bin89; NA	0.850542763989156	0.801841899900154	0.594016076050784	0.59795248400793	0.393575624403426	0.816805714812365	0.441939057381009	0.123455985055284	0
