ID	S12_12_15	S12_21_24	S3_21_24	S3_12_15	S12_0_3	S9_21_24	S3_0_3	S9_12_15	S9_0_3
ASV_34: Bacteria; Elusimicrobiota; Class-4-29; NA; NA; NA; NA	1.92427928606188	2.06445798922692	2.89209460269048	2.79239168949825	2.10380372095596	0.698970004336019	0.903089986991944	0	0.477121254719662
ASV_21: Bacteria; Acidobacteriota; Aminicenantia; Aminicenantales; NA; NA; NA	2.76117581315573	2.76863810124761	2.47567118832443	2.7701152947871	2.4345689040342	2.30535136944662	1.92427928606188	1.44715803134222	0.602059991327962
ASV_41: Bacteria; Chloroflexi; Anaerolineae; MSB-5B2; NA; NA; NA	2.30749603791321	2.62634036737504	2.47275644931721	2.56348108539441	2.2148438480477	1.84509804001426	1.61278385671974	1.25527250510331	1.20411998265592
ASV_49: Bacteria; Planctomycetota; Phycisphaerae; MSBL9; SG8-4; NA; NA	2.35983548233989	2.52504480703685	2.45178643552429	2.52244423350632	1.70757017609794	2.19589965240923	1.04139268515822	0.903089986991944	0.602059991327962
ASV_10: Bacteria; Chloroflexi; Dehalococcoidia; S085; NA; NA; NA	2.76342799356294	2.79379038469082	2.7041505168398	2.81291335664286	2.45024910831936	2.63447727016073	2.69372694892365	2.34242268082221	0.954242509439325
ASV_27: Bacteria; Sva0485; NA; NA; NA; NA; NA	2.40654018043396	2.51054501020661	2.58319877396862	2.81491318127507	2.26007138798507	2.16136800223497	2.27875360095283	1.57978359661681	0.698970004336019
ASV_47: Bacteria; Planctomycetota; Phycisphaerae; MSBL9; SG8-4; NA; NA	2.32014628611105	2.00860017176192	2.62736585659273	2.67117284271508	1.72427586960079	2.26717172840301	0.602059991327962	0.954242509439325	0.301029995663981
ASV_11: Bacteria; Chloroflexi; Anaerolineae; NA; NA; NA; NA	2.74585519517373	2.50514997831991	2.96614173273903	3.15044940946088	2.26717172840301	2.24797326636181	1.81291335664286	1.49136169383427	0.954242509439325
ASV_14: Archaea; Crenarchaeota; Bathyarchaeia; NA; NA; NA; NA	3.09968064110925	2.66931688056611	2.73239375982297	2.72591163229505	2.43296929087441	1.76342799356294	1.69019608002851	1.04139268515822	0.602059991327962
ASV_24: Bacteria; Acidobacteriota; Aminicenantia; Aminicenantales; NA; NA; NA	2.86981820797933	2.41497334797082	2.52244423350632	2.79865064544527	2.37657695705651	1.66275783168157	0.845098040014257	1.20411998265592	0.477121254719662
